2020-10-1413:46:12站机接收<<串口外电网1-76|01038C03E2035E065F17D713861386138659A65999595B4DB74D754D3F177F17771758094809340958014C0148014E0119011F01250220021B022217DD17C117E8000000000000598900ED022802A700C800FC597A00E30263021F00BB00BC594500BE0276026500B100A3076E005B04A4000000340067077B0065049A00000039006607A10065049200000037005C88D5
2020-10-1413:47:54站机接收<<串口外电网1-76|000000000000000000000000000000000000000000000000000000000000006EFF
2020-10-1413:47:54站机接收<<串口外电网1-76|01038C03DE035B065C17C713861386138659B459C659704DAF4DAA4D571775177C175D0940092E094D014A0146014C0117011F0124021F021B022017CC17AD17DE000000000000599D00F3024E02AF00AF010D59A200B102550230009000BF594F00AF026B025E008900A90782005B04
2020-10-1413:47:54站机接收<<串口外电网1-76|AA0000003F00710786006A04A000000036006B07AC006404980000003D0061C5DD
2020-10-1413:47:55站机接收<<串口外电网1-76|02038C000000000000271013861386138658CE597659084D2E4D374CE61779176E176800030001000100000000000000000000000000000000000027102710271000000000000058C500AB00FD007B009000F25954012101AF00EC005400BD58FC007B01170058007C00D900010000000000000000000000000000000000
2020-10-1413:47:55站机接收<<串口外电网1-76|000000000000000000000000000000000019D8
2020-10-1413:47:55站机接收<<串口外电网1-76|01038C03F0035F066A17FF13861386138659AF59BD596F4DAD4DA64D511777177C175B094E0952095B014D0153014F01190120012502220223022317DA183A17EC000000000000599400F2024F02A200C1010459A400D50259024E009600BF594B00BD026A026B008500B00784005E04A80000003D00720788006704A200
2020-10-1413:47:55站机接收<<串口外电网1-76|000035006B07B10063049B0000003A0061A80D
2020-10-1413:47:56站机接收<<串口外电网1-76|02038C000000000000271013861386138658C2597058F84D2A4D2E4CD817741770176A00030001000100000000000000000000000000000000000027102710271000000000000058C300AD01000084008500F05955012101AD00DF005700BB58F900820117005A007E00DA000100000000000000000000000000000000000000000000000000000000000000
2020-10-1413:47:56站机接收<<串口外电网1-76|00000015ED
2020-10-1413:47:56站机接收<<串口外电网1-76|01038C03DE035B065B17C913861386138659AF59C9596F4DBA4DAA4D611774177E175B0940092F094B014B0146014C011701200123021F021C022017D217A717E3000000000000599100F8023A029700CD00F659A300CE02580266009700BB594C00D102650259008B00A7077F006004A50000003A006E07850068049E00
2020-10-1413:47:56站机接收<<串口外电网1-76|000037006507AA0067049A0000003B0061F51C
2020-10-1413:47:57站机接收<<串口外电网1-76|02038C000000000000271013861386138658D2597B59084D364D3D4CEB17741772176800030000000000000000000000000000000000000000000027102710271000000000000058C000AF01020083007200F4595A012501AC00DA006100B758F90087011A0053007900DC0001000000
2020-10-1413:47:57站机接收<<串口外电网1-76|00000000000000000000000000000000000000000000000000000000000000A61F
2020-10-1413:47:57站机接收<<串口外电网1-76|01038C03D60356065217B813861386138659B959D359754DC64DA84D52177B177A175909300924093B0148014501480115011E0122021C0219021C17BF17A617C4000000000000598F00EF022E029600CE00FE59AA00B902570237009800B2594C00C10261027A008800A50773005D04A400000036006C0782006A049900
2020-10-1413:47:58站机接收<<串口外电网1-76|000037005F07A0006704980000003A005E0F41
2020-10-1413:47:58站机接收<<串口外电网1-76|01100000000241C8
2020-10-1413:47:59站机接收<<串口外电网1-76|02100000000241FB
2020-10-1413:47:59站机接收<<串口外电网1-76|02038C000000000000271013861386138658DC598B590B4D3F4D484CED17771771176600030001000100000000000000000000000000000000000027102710271000000000000058C500B100FE007D007A00F75967012801AE00DE006100B158FA0084011B005C007000DD000100000000000000000000000000000000000000000000000000000000000000000000E1D3
2020-10-1413:48:00站机接收<<串口外电网1-76|01038C03E6035F066317D913861386138659A759CB59734DBD4DB64D4B177717821756094B09400953014D014B014D0118012101250221021F022217DB17D817D9000000000000599000F7022D02B100D3010159AC00B60255025200A600AB594C00C90266025400880098076F005D04
2020-10-1413:48:00站机接收<<串口外电网1-76|A4000000340064077C006D049B00000037005D07A100660497000000360059BC1F
2020-10-1413:48:00站机接收<<串口外电网1-76|02038C000000000000271013861386138658D7598B59004D454D454CE717791770176500030001000100000000000000000000000000000000000027102710271000000000000058C700B700FC0082008200F9596D012C01A800D1006500B358FB0082011B005F007800E100010000000000000000000000000000000000
2020-10-1413:48:00站机接收<<串口外电网1-76|000000000000000000000000000000000075DC
2020-10-1413:48:01站机接收<<串口外电网1-76|01038C03E2035D065F17D4138613861386599859AF595D4DAA4DA04D4A1776177D175B094C09340951014D0147014D0118012101230221021C022117DF17B117EC000000000000598500ED023802B000C7010259AF00A20259024500A500AF594C00B402610259008100980771005E04A0000000330063077C006A049A00
2020-10-1413:48:01站机接收<<串口外电网1-76|000037005C07A000620496000000340057B9AA
2020-10-1413:48:02站机接收<<串口外电网1-76|02038C000000000000271013861386138658BC594358C84D144D024CC51777176B176D00040001000100000000000000000000000000000000000027102710271000000000000058C900B600FE0082008100FA596C012B01A500C8006700B358F600
2020-10-1413:48:02站机接收<<串口外电网1-76|81011A0063007C00E60001000000000000000000000000000000000000000000000000000000000000000000001580
2020-10-1413:48:02站机接收<<串口外电网1-76|01038C03E5035F066217DE138613861386598E599F594C4D8B4D874D461771177D1761094F0939095B014D0148014F0119012101240222021D022317E217BC17FF000000000000597F00E8023802A800C800FE599E00B6025A022900AC00B1594900A9025E027A008100990770005D04A100000033006307810069049900
2020-10-1413:48:02站机接收<<串口外电网1-76|000035005C079D006004970000003200582711
2020-10-1413:48:03站机接收<<串口外电网1-76|02038C000000000000271013861386138658C1595558D64D1C4D1C4CCA177A176F176500030001000100000000000000000000000000000000000027102710271000000000000058C100B100FB007F008000FD5964012C01A300D2006700B558EE0081011B005E007700E500010000000000000000000000000000000000000000000000000000000000000000000000F7
2020-10-1413:48:03站机接收<<串口外电网1-76|01038C03DF0353065517E5138613861386599759B0595A4DA84D904D3F1779177A175B0936092C094401490149014C0115011D0121021C021A021E17DB17E417F2000000000000597F00E9023402BE00D800FE599700D00257022300A800B0594000A90265027A007A00A00772005C04
2020-10-1413:48:03站机接收<<串口外电网1-76|A600000034006407850068049C00000035005F07A500600495000000300059749C
2020-10-1413:48:04站机接收<<串口外电网1-76|01100000000241C8
2020-10-1413:48:04站机接收<<串口外电网1-76|02100000000241FB
2020-10-1413:48:05站机接收<<串口外电网1-76|02038C00000000000027101386137B138658D0597A58F44D374D334CD91777176F176800040001000100000000000000000000000000000000000027102710271000000000000058BE00B000F70082008A00F85955012501A800C6005E00BA58DA007D01150058008500EB0001000000
2020-10-1413:48:05站机接收<<串口外电网1-76|000000000000000000000000000000000000000000000000000000000000005782
2020-10-1413:48:05站机接收<<串口外电网1-76|01038C03E50366066817C213861386138659A259C459624DAC4DA24D591773177D175E0955093F0961014E0147014F011A012501270223021F022417D9178F17DE000000000000597300EC024002B400DA00FA599200C00251024A00A000A9593800B002580259008200980771005F04A1000000340061077F0067049B00
2020-10-1413:48:06站机接收<<串口外电网1-76|000033005D079F0060049200000032005984D8
2020-10-1413:48:06站机接收<<串口外电网1-76|02038C00000000000027101386137B138658E1598959064D494D474CE617781771176500040001000100000000000000000000000000000000000027102710271000000000000058BE00B100F80085007F00FA5956012601AC00C1006800B758DA00
2020-10-1413:48:06站机接收<<串口外电网1-76|7C0118005E008700EA0001000000000000000000000000000000000000000000000000000000000000000000000741
2020-10-1413:48:07站机接收<<串口外电网1-76|01038C03E70363066717D013861386138659AB59CF596F4DC64DA04D56177C1777175B0952093C0961014E014801500119012301270223021F022517E317A317EA000000000000597600EA023402B600DB00FB599100B70254021A009800A9593B00B5025C027E008000A0076F005B04A600000034006407880067049A00
2020-10-1413:48:07站机接收<<串口外电网1-76|000037005D07A20062049400000030005ADAB9
2020-10-1413:48:07站机接收<<串口外电网1-76|02038C00000000000027101386137B138658EA5990590E4D484D434CF317781770176600030001000100000000000000000000000000000000000027102710271000000000000058C500AC00F8007D008800FA5964012401AF00C6006500BC58E4007B01180053007800EF00010000000000000000000000000000000000
2020-10-1413:48:07站机接收<<串口外电网1-76|0000000000000000000000000000000000B4AE
2020-10-1413:48:08站机接收<<串口外电网1-76|01038C03E30358065B17DE13861386138659B359DA59704DB94DBB4D5817711783175A0938093E0946014A014D014B0115011F0123021D021E021F17D917E817DA000000000000597D00ED023602CA00D900FF599F00B2024A0229009900A9594600BC025D026A008E00A20771005D04A500000035006407830066049D00
2020-10-1413:48:08站机接收<<串口外电网1-76|000038005F07A60064049200000032005DFA35
2020-10-1413:48:08站机接收<<串口外电网1-76|02038C00000000000027101386137B138658C1596958DE4D294D1D4CBC177C1770176300030001000100000000000000000000000000000000000027102710271000000000000058C900B300F80084009200F8596C012501B200C5006100C558EC007701180053007D00FA00010000000000000000000000000000000000
2020-10-1413:48:08站机接收<<串口外电网1-76|00000000000000000000000000000000004FAE
2020-10-1413:48:09站机接收<<串口外电网1-76|01038C03E0035D065E17CD138613861386598C59BB59584DA14D974D3B1775177D175C094609350951014C0147014D011701220124021F021D022117E3179F17E6000000000000597F00ED022702BC00CC00FE59A1009F0248023D009600B1594200BD025B026A009B00A50777006004A300000038006907820064049E00
2020-10-1413:48:09站机接收<<串口外电网1-76|000039006307A1006204950000003500607C8E
2020-10-1413:48:09站机接收<<串口外电网1-76|02038C00000000000027101386137B138658A7595758DD4D124D244CBE17771770176700030001000100000000000000000000000000000000000027102710271000000000000058C300B300F70080008C00FB596B012901B100C9006300CE58EB008001180052007B00FD00010000000000000000000000000000000000
2020-10-1413:48:09站机接收<<串口外电网1-76|000000000000000000000000000000000082F4
2020-10-1413:48:10站机接收<<串口外电网1-76|01100000000241C8
2020-10-1413:48:10站机接收<<串口外电网1-76|02100000000241FB
2020-10-1413:48:11站机接收<<串口外电网1-76|01038C03E2035E066017CD138613861386599059C959624DA24DA84D5417701780175F094809360954014C0148014D0118012101250220021D022217DC17B117DD000000000000596D00ED023102AB00A600FD59A100B40255023000A600C0594700BE025E028300B1009D0777005B04
2020-10-1413:48:11站机接收<<串口外电网1-76|A300000036006B0789006A049D0000003A006607A200660496000000350062C3C3
2020-10-1413:48:12站机接收<<串口外电网1-76|02038C00000000000027101386137B138658B5596558D94D304D204CBA177D176F176200030001000100000000000000000000000000000000000027102710271000000000000058B500AD00F7007A008A0102595D012A01A800D4005B00D058DC0083011700510074010100010000000000000000000000000000000000
2020-10-1413:48:12站机接收<<串口外电网1-76|000000000000000000000000000000000031C8
2020-10-1413:48:12站机接收<<串口外电网1-76|01038C03E0035E065F17CC138613861386599159C7595B4DB44D994D3A177C17791759094709360953014B0148014D0118012101240220021D022117D517B017E0000000000000597100F7022B02BE00B50107599D00D1024C023700B800B7594800B5025C029600AF0096076D005C04A400000038006A0785006F049C00
2020-10-1413:48:12站机接收<<串口外电网1-76|00003C006807A4006A04930000003B0064DA8F
2020-10-1413:48:13站机接收<<串口外电网1-76|02038C00000000000027101386137B138658B2596158C34D324D0E4CB7177C176D176500030001000100000000000000000000000000000000000027102710271000000000000058A800B600F70081009901035953012C01A900CD005A00CB58D0007C01160058007000FA00010000000000000000000000000000000000
2020-10-1413:48:13站机接收<<串口外电网1-76|0000000000000000000000000000000000C6CD
2020-10-1413:48:13站机接收<<串口外电网1-76|01038C03F3035F066C180B138613861386598C59B759444D944DA34D2E17701784175A095409570961014E0154015001190120012502230224022417EC183E17F9000000000000596A00F3024302AB00A7010F59AA00C50244026E00BD00AE593B00C4025B028100A60091077A0060049F00000038006607870071049F00
2020-10-1413:48:13站机接收<<串口外电网1-76|00003A006A07A700650496000000380062DF04
2020-10-1413:48:14站机接收<<串口外电网1-76|02038C000000000000271013861386138658A6595658A74D214D094C99177F176F176000030001000100000000000000000000000000000000000027102710271000000000000058A400B400FA007300890109594D0131019D00D7006D00C258C300820118005C007600F60001000000
2020-10-1413:48:14站机接收<<串口外电网1-76|000000000000000000000000000000000000000000000000000000000000005CE2
2020-10-1413:48:14站机接收<<串口外电网1-76|01038C03DF0359065917D8138613861386598959B359484DAD4D804D32177D1776175C0942092D094E014C0146014D011601200122021E021B022017EB17AB17F3000000000000596B00ED023E02A700C9010859A000D50246020B00BB00A0593F00BD025602A10093008B0774006104A200000039006207930074049C00
2020-10-1413:48:15站机接收<<串口外电网1-76|00003E006C07A500650499000000370063125A
2020-10-1413:48:15站机接收<<串口外电网1-76|02038C000000000000271013861386138658B8595858AE4D304CFB4CAE17801768176600030000000100000000000000000000000000000000000027102710271000000000000058A100B500FA006E00AB0105594C013101A000D7006400BC58B70078011A0057007200F70001000000
2020-10-1413:48:15站机接收<<串口外电网1-76|00000000000000000000000000000000000000000000000000000000000000DBA8
2020-10-1413:48:16站机接收<<串口外电网1-76|01038C03E4035D066017DC138613861386599359B5594D4D924D954D4317711782175C0948093A0956014D0149014E0117012101240220021E022217EC17BD17EE000000000000597400EF024202A800C1010F59A300C90237026D00AF009D592D00BE0258027700A80098077D0065049F0000003D0063078B006E04A30000003D006F07A6005E0497000000
2020-10-1413:48:16站机接收<<串口外电网1-76|3900634741
2020-10-1413:48:16站机接收<<串口外电网1-76|01100000000241C8
2020-10-1413:48:17站机接收<<串口外电网1-76|02100000000241FB
2020-10-1413:48:17站机接收<<串口外电网1-76|02038C000000000000271013861386138658BC595258A24D2A4CEA4CB217821767176500030001000100000000000000000000000000000000000027102710271000000000000058A500BF00F8007100A500FC59400127019F00DF005C00C258A5007F011B005200800102000100000000000000000000000000000000000000000000000000000000000000000000602B
2020-10-1413:48:18站机接收<<串口外电网1-76|01038C03E9035B066117F6138613861386598359A159454D964D8F4D37177417811759094609420957014C014E014E0117011E0124021F021F022217E3180E17F0000000000000597600FA023102BE00DA010C599200CE02470240007D00B7592100AC02730244009F00B20776005B04A70000003B006D0783006204A400000034006B07A90060049600000035005C32D0
2020-10-1413:48:18站机接收<<串口外电网1-76|02038C000000000000271013861386138658B25943588B4D234CE24C9917831767176400030001000100000000000000000000000000000000000027102710271000000000000058AA00C000F8007D009800FE59390121019D00C3006000CB589D0081011A0056008801060001000000
2020-10-1413:48:19站机接收<<串口外电网1-76|000000000000000000000000000000000000000000000000000000000000000E96
2020-10-1413:48:19站机接收<<串口外电网1-76|01038C03E00357065817E1138613861386598F59A759484DA24D844D35177A177A175A093E092B094F014B0147014D0116011E0122021E021A022017E417C817F8000000000000596700F1023B029400CC0106598F00C602550232008400BC592300A8026B025D00A800AA0777005A04
2020-10-1413:48:19站机接收<<串口外电网1-76|A400000039006907860065049D000000360068079F005E049800000033005C131E
2020-10-1413:48:20站机接收<<串口外电网1-76|02038C000000000000271013861386138658BC593258854D284CD94CA217841766176500030001000100000000000000000000000000000000000027102710271000000000000058AD00BF00FA00730092010259380122019D00D8005500C958990081011B00510078010600000000000000000000000000000000000000
2020-10-1413:48:20站机接收<<串口外电网1-76|00000000000000000000000000000000004580
2020-10-1413:48:20站机接收<<串口外电网1-76|01038C03E3035B065D17DF138613861386599159A159494D964D8A4D401776177C175C094709330954014D0148014E0117012001230220021B022117EB17BE17F6000000000000597200F9023102BD00C00114598600CF02570233007E00BF592400A102740251009800B10770005704
2020-10-1413:48:20站机接收<<串口外电网1-76|A8000000380069077F0064049E00000035006407A4006104930000003200595034
2020-10-1413:48:21站机接收<<串口外电网1-76|02038C000000000000271013861386138658CA593C58844D304CD74CA517831762176800030001000100000000000000000000000000000000000027102710271000000000000058B000C700F90088008A010259320122019F00C1005300C75892007E0116005800820100000100000000000000000000000000000000000000000000000000000000000000000000BB46
2020-10-1413:48:21站机接收<<串口外电网1-76|01038C03E6035B065F17EB138613861386598C59A259484D924D8E4D4217721780175D094C09360955014E0149014F0118012001230221021D022117F717CE17FE000000000000596500F7023E02A100A50115599000C10262023D009000BD592700AA026702680089009E0778005804
2020-10-1413:48:21站机接收<<串口外电网1-76|A300000035006907850067049B00000035006107A30065049700000032005D5D4A
2020-10-1413:48:22站机接收<<串口外电网1-76|01100000000241C8
2020-10-1413:48:22站机接收<<串口外电网1-76|02100000000241FB
2020-10-1413:48:23站机接收<<串口外电网1-76|02038C000000000000271013861386138658CD593C587D4D3F4CCE4CA617881760176600030001000100000000000000000000000000000000000027102710271000000000000058B600CB00F90080008501085932012C019B00B9006E00B7587E008701160057007500FE0001000000
2020-10-1413:48:23站机接收<<串口外电网1-76|000000000000000000000000000000000000000000000000000000000000009148//曲线
01036C00000357065417CB138613861386598E59A159424D954D864D3F1776177D175C09390929094301490146014A0116011E0122021D0219021D17D217B517DC000000000000596A0102023B02A700C50112598A00D6025D021D009000B7592300AC0263026E006C009F0775005BEF16
2020-10-1413:48:24站机接收<<串口外电网1-76|02038C000000000000271013861386138658D0594258784D3B4CCA4CA3178B175F176500030001000100000000000000000000000000000000000027102710271000000000000058BB00D400F8008100790109592E012B019B00BD006F00B25877008D01130051007601000001000000
2020-10-1413:48:24站机接收<<串口外电网1-76|00000000000000000000000000000000000000000000000000000000000000D034
2020-10-1413:48:25站机接收<<串口外电网1-76|01038C03ED0369066E17DB138613861386598A599B593C4D9E4D794D3A177B177A17590961094D096B0150014B0151011C0125012702260221022617F017B217F00000000000
2020-10-1413:48:25站机接收<<串口外电网1-76|00596C0103023402AE00C6010B598600CC02600219008800BA592200AD02690274008900A40776005804A50000003D006F077F0062049E000000350067079E0062049400000035005984EC
2020-10-1413:48:25站机接收<<串口外电网1-76|02038C000000000000271013861386138658D1593C586B4D444CC34CA61789175F176600030001000100000000000000000000000000000000000027102710271000000000000058BF00D700F700780084010A592B012D019B00B7006D00B6587300960110004D007601030001000000
2020-10-1413:48:25站机接收<<串口外电网1-76|000000000000000000000000000000000000000000000000000000000000000906
2020-10-1413:48:26站机接收<<串口外电网1-76|01038C03E8035C066117F1138613861386598B5991593A4D924D734D3917781779175D094D09420956014E014B014E0118012001240221021E022117F717E617F8000000000000596900FA023B02AA00B6010C598500B502550233008900BD591C00
